,number,value,datetime_start,datetime_complete,duration,params_boosting_type,params_colsample_bytree,params_feature_num,params_high_bound,params_is_unbalance,params_learning_rate,params_max_bin,params_max_depth,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,state,n_estimators
127,127,419.0,2024-01-25 23:14:50.805925,2024-01-25 23:15:30.680443,0 days 00:00:39.874518,dart,0.7763851539781423,89,0.5147292692409896,False,0.0010591793850411248,141,5,2807,119,5.665901866608541e-08,0.0007024741652985614,0.3932919341530687,COMPLETE,0.0
446,446,419.0,2024-01-26 02:11:27.100438,2024-01-26 02:12:12.020930,0 days 00:00:44.920492,dart,0.7624278030638934,72,0.5130077663250701,False,0.0015881402603642376,124,6,2792,100,9.304085081851815e-05,0.0026603683481415813,0.3502804052276899,COMPLETE,0.0
169,169,419.0,2024-01-25 23:38:24.507452,2024-01-25 23:38:56.380337,0 days 00:00:31.872885,dart,0.8526454519208637,58,0.5083260444171794,False,0.0003728626570648438,109,4,2937,117,3.201430079309037e-07,0.00038933635218004245,0.3384446813705996,COMPLETE,0.0
152,152,419.0,2024-01-25 23:29:09.492213,2024-01-25 23:29:38.116420,0 days 00:00:28.624207,dart,0.7334191734242032,56,0.5141311934422421,False,0.0010629396590760237,164,5,2181,125,3.054898951672237e-08,1.6206748466905096e-05,0.3478338573039748,COMPLETE,0.0
489,489,418.0,2024-01-26 02:36:09.002155,2024-01-26 02:36:36.560652,0 days 00:00:27.558497,dart,0.7471013350088739,77,0.500372177213216,False,0.0021854013456800766,187,4,2521,125,7.889213995495031e-08,6.0409007361219e-05,0.30030062818578757,COMPLETE,0.0
344,344,418.0,2024-01-26 01:21:30.308243,2024-01-26 01:21:58.370176,0 days 00:00:28.061933,dart,0.4404450269020374,79,0.5079156703507433,False,0.0030555956823879985,111,4,2708,108,9.737370699666498e-05,8.461802397813608e-07,0.32143172609782544,COMPLETE,0.0
383,383,418.0,2024-01-26 01:40:53.413388,2024-01-26 01:41:46.274746,0 days 00:00:52.861358,dart,0.7589824209159478,65,0.5131438131436002,False,0.0018739000190220426,160,7,2887,109,2.8100921459303313e-07,4.080749198323487e-06,0.3382265387757075,COMPLETE,0.0
341,341,417.0,2024-01-26 01:20:35.357676,2024-01-26 01:20:44.669714,0 days 00:00:09.312038,dart,0.46427873755472016,58,0.5203719840902985,False,0.0033137052788530332,98,4,1050,116,7.690473790800374e-05,5.740100954925357e-06,0.31919737702982465,COMPLETE,0.0
63,63,417.0,2024-01-25 22:37:40.103214,2024-01-25 22:38:15.193700,0 days 00:00:35.090486,dart,0.4889270994573167,105,0.5015146423165809,False,0.001548848521567355,99,5,2524,58,9.904483834904804e-05,4.1471963351340566e-07,0.622342490089979,COMPLETE,0.0
378,378,417.0,2024-01-26 01:37:46.905195,2024-01-26 01:38:24.202553,0 days 00:00:37.297358,dart,0.7933851693482287,64,0.5125470255163226,False,0.0013729433407329175,163,5,2809,113,3.065361270471559e-07,5.5516743326883636e-06,0.326613968155806,COMPLETE,0.0
395,395,417.0,2024-01-26 01:48:42.317087,2024-01-26 01:49:24.439050,0 days 00:00:42.121963,dart,0.8127177176480127,58,0.5131532840023819,False,0.0017608855590090166,121,6,2614,103,1.5699323116456162e-08,2.4342369496651996e-06,0.3504003814787894,COMPLETE,0.0
199,199,416.0,2024-01-25 23:58:11.169530,2024-01-25 23:58:48.260868,0 days 00:00:37.091338,dart,0.7123728506187024,244,0.5006682714688634,False,0.0010235499015662272,111,5,2564,16,3.862795906835867e-07,0.0008231986690959385,0.3304694929334504,COMPLETE,0.0
370,370,416.0,2024-01-26 01:33:41.900443,2024-01-26 01:34:10.299317,0 days 00:00:28.398874,dart,0.7846374303268822,65,0.5127374204508729,False,0.0018389132424619927,108,4,2695,108,7.253750592145032e-05,0.003204369642170721,0.300725877399124,COMPLETE,0.0
317,317,416.0,2024-01-26 01:09:20.724605,2024-01-26 01:09:55.500670,0 days 00:00:34.776065,dart,0.79833869759074,50,0.5148746478665199,False,0.0013122038940074974,55,5,2743,123,3.511701395302041e-08,6.388204478974469e-05,0.32522526888753767,COMPLETE,0.0
159,159,416.0,2024-01-25 23:32:42.784112,2024-01-25 23:32:50.798644,0 days 00:00:08.014532,dart,0.7492643030110265,70,0.5084569892008701,False,0.001554608270640451,163,5,753,119,4.93195612241192e-07,0.0005877651519820349,0.30012967642110877,COMPLETE,0.0
196,196,415.0,2024-01-25 23:56:19.033534,2024-01-25 23:56:57.056696,0 days 00:00:38.023162,dart,0.7244191391981614,59,0.5135769704757603,False,0.0008951865432039634,117,5,2813,124,5.097377056577378e-08,0.11473169588631191,0.3231478807409024,COMPLETE,0.0
393,393,415.0,2024-01-26 01:47:15.869452,2024-01-26 01:47:59.546985,0 days 00:00:43.677533,dart,0.7699374636799277,73,0.5000225841428856,False,0.0019529625330646507,201,6,2667,114,3.949132471600586e-08,0.00032640812351129064,0.3088457890930292,COMPLETE,0.0
250,250,415.0,2024-01-26 00:27:04.348678,2024-01-26 00:27:37.945307,0 days 00:00:33.596629,dart,0.7517662453166886,58,0.5163407293106229,False,0.00185863118064167,150,5,2625,120,0.0007381425962609688,1.6534642089312073e-05,0.3103613025464277,COMPLETE,0.0
208,208,414.0,2024-01-26 00:03:23.373881,2024-01-26 00:03:59.902887,0 days 00:00:36.529006,dart,0.779793703370527,82,0.5092647534581837,False,0.0016680599568814024,139,5,2690,124,2.6069652038629384e-08,0.00020667781699938446,0.35100774984091143,COMPLETE,0.0
283,283,413.0,2024-01-26 00:47:00.111275,2024-01-26 00:47:40.121830,0 days 00:00:40.010555,dart,0.7854985035745845,57,0.5146934970859995,False,0.002066656922480442,112,5,2976,124,1.2046029544570765e-08,0.0002537306117119427,0.467716602182263,COMPLETE,0.0
176,176,413.0,2024-01-25 23:43:23.929743,2024-01-25 23:44:18.068154,0 days 00:00:54.138411,dart,0.7456406253874854,60,0.516312570669063,False,0.0018048738630039689,134,7,2985,118,2.1916993938071753e-07,4.90047823588274e-06,0.32547988361907404,COMPLETE,0.0
312,312,413.0,2024-01-26 01:05:57.626934,2024-01-26 01:06:35.680008,0 days 00:00:38.053074,dart,0.7915084432529129,61,0.5171963908436394,False,0.0015195602725322414,150,5,2921,121,4.842274343163108e-08,0.000639537058901822,0.3419680484359646,COMPLETE,0.0
186,186,412.0,2024-01-25 23:49:42.622517,2024-01-25 23:50:31.996298,0 days 00:00:49.373781,dart,0.865245228259894,64,0.5101889166228125,False,0.0005262612289420096,135,6,2927,128,8.410258957852055e-08,2.0037789593678623e-05,0.3450223820150224,COMPLETE,0.0
481,481,412.0,2024-01-26 02:31:16.530655,2024-01-26 02:31:51.038277,0 days 00:00:34.507622,dart,0.7245501927042687,60,0.5200783057697066,False,0.0017807617171320838,115,5,2691,119,8.770803570001367e-08,1.0871327858304797e-05,0.32748044004897525,COMPLETE,0.0
348,348,412.0,2024-01-26 01:22:54.893573,2024-01-26 01:23:05.212708,0 days 00:00:10.319135,dart,0.4592483345254562,90,0.513487387788839,False,0.002302179922218391,102,4,1102,105,0.0002362752421733275,7.61595333647702e-06,0.31711850070062475,COMPLETE,0.0
300,300,411.0,2024-01-26 00:58:09.049616,2024-01-26 00:58:53.684713,0 days 00:00:44.635097,dart,0.7458638997311602,167,0.5002096240178333,False,0.0019274149514743337,114,6,2646,27,0.0005556956573324662,0.00021936639546707844,0.3179829801873081,COMPLETE,0.0
320,320,411.0,2024-01-26 01:11:17.484240,2024-01-26 01:11:52.224334,0 days 00:00:34.740094,dart,0.3557611822756213,74,0.5193652025840189,False,0.0016583753765650289,126,5,2617,125,9.924616461767814e-08,1.8923996784417462e-05,0.3186808900308435,COMPLETE,0.0
435,435,411.0,2024-01-26 02:07:10.506407,2024-01-26 02:07:22.588329,0 days 00:00:12.081922,dart,0.35843884279204935,82,0.5152898358248678,False,0.001396513434525896,154,4,1247,124,9.446380102391116e-08,0.0006534558534657296,0.3316898175043672,COMPLETE,0.0
384,384,411.0,2024-01-26 01:41:46.275669,2024-01-26 01:42:16.798214,0 days 00:00:30.522545,dart,0.7322692627817988,76,0.5075391852111479,False,0.0015024775524862454,149,4,2798,116,7.55115027266404e-08,1.3671852464930563e-05,0.300710124784605,COMPLETE,0.0
294,294,411.0,2024-01-26 00:54:14.670480,2024-01-26 00:54:51.259745,0 days 00:00:36.589265,dart,0.7537710736130796,66,0.5151707033163672,False,0.0011787483950748948,126,5,2784,118,2.5443980309115333e-08,3.5550001489901795e-08,0.32006923757412203,COMPLETE,0.0
143,143,410.0,2024-01-25 23:24:47.755815,2024-01-25 23:25:16.847719,0 days 00:00:29.091904,dart,0.7577866166546429,61,0.5184474443054325,False,0.0017052377067532842,154,5,2240,116,3.131546763318313e-07,1.298316253212977e-05,0.3168529300038839,COMPLETE,0.0
228,228,410.0,2024-01-26 00:14:52.883572,2024-01-26 00:15:27.795546,0 days 00:00:34.911974,dart,0.3808844081391259,50,0.520324892170762,False,0.0013232431534724648,133,5,2750,117,4.925383145594752e-08,8.74419681038744e-06,0.36193295404796255,COMPLETE,0.0
97,97,410.0,2024-01-25 22:58:00.342577,2024-01-25 22:58:33.796347,0 days 00:00:33.453770,dart,0.7655031774558586,62,0.5117393225493981,False,0.001128064104165975,144,5,2453,102,5.996341446486263e-07,0.0008477064051077842,0.38446582235428883,COMPLETE,0.0
45,45,410.0,2024-01-25 22:26:15.610219,2024-01-25 22:26:57.645914,0 days 00:00:42.035695,dart,0.47611346072911404,438,0.5023433119718936,False,0.0009186535887818858,131,5,2407,47,3.04712901323682e-08,5.18651082552425e-05,0.34330820779811405,COMPLETE,0.0
171,171,410.0,2024-01-25 23:39:39.808586,2024-01-25 23:40:41.393858,0 days 00:01:01.585272,dart,0.7558845931435397,50,0.5090723064652247,False,0.0012463575835991534,118,9,2768,105,1.4964093378440712e-07,0.002708063778714442,0.31347734396582944,COMPLETE,0.0
217,217,409.0,2024-01-26 00:08:29.524573,2024-01-26 00:09:04.722129,0 days 00:00:35.197556,dart,0.7831004041139963,75,0.5146429923712827,False,0.0017517725828015327,135,5,2635,120,1.4702889147201907e-08,3.5830663123866555e-05,0.3596488450902368,COMPLETE,0.0
163,163,409.0,2024-01-25 23:34:23.434720,2024-01-25 23:35:18.195003,0 days 00:00:54.760283,dart,0.7860923633846749,60,0.5132480694763799,False,0.0005551229975065994,114,8,2688,108,7.423206492434808e-08,0.0003585022874453265,0.3121619479238385,COMPLETE,0.0
357,357,408.0,2024-01-26 01:25:20.734282,2024-01-26 01:25:37.353536,0 days 00:00:16.619254,dart,0.7302935968707909,71,0.5195033268608306,False,0.0028572769186491088,121,5,1388,122,0.0004734484105154721,7.931490922543122e-06,0.3003760710605053,COMPLETE,0.0
27,27,408.0,2024-01-25 22:15:38.894089,2024-01-25 22:16:14.888759,0 days 00:00:35.994670,dart,0.5564861487343695,288,0.5016469355878924,False,0.003170966774339143,78,5,2048,57,0.30082883590701326,4.120942493054869e-06,0.7410323729196467,COMPLETE,0.0
42,42,408.0,2024-01-25 22:24:19.388262,2024-01-25 22:25:02.238498,0 days 00:00:42.850236,dart,0.5302335117062389,340,0.5015355019958692,False,0.0013200292349288651,121,5,2123,64,9.769299821174282e-05,8.570870736194911e-06,0.6713590968363952,COMPLETE,0.0
194,194,408.0,2024-01-25 23:54:59.672910,2024-01-25 23:55:41.820568,0 days 00:00:42.147658,dart,0.7379258093744911,50,0.514363227262867,False,0.000778277920364827,133,6,2679,122,1.1811212546749247e-07,0.0017197401143128914,0.34449232549320746,COMPLETE,0.0
230,230,408.0,2024-01-26 00:16:02.847874,2024-01-26 00:16:35.036765,0 days 00:00:32.188891,dart,0.42993324505734926,75,0.5140876811417282,False,0.00158550235259419,129,5,2548,109,0.0002475872359314078,4.909158939050736e-05,0.3002214130622467,COMPLETE,0.0
299,299,407.0,2024-01-26 00:57:31.820381,2024-01-26 00:58:09.048805,0 days 00:00:37.228424,dart,0.8128131124299819,72,0.513705683040881,False,0.001266806009335014,32,5,2826,128,6.857207997278924e-08,0.0009566537584062846,0.35065359172201416,COMPLETE,0.0
350,350,407.0,2024-01-26 01:23:32.643162,2024-01-26 01:23:49.016965,0 days 00:00:16.373803,dart,0.41408286121953725,58,0.5211913891216787,False,0.002002648635450007,115,4,1577,114,3.0556962971604675e-05,2.1160781914092987e-06,0.33681937312039195,COMPLETE,0.0
183,183,407.0,2024-01-25 23:47:43.182700,2024-01-25 23:48:16.555247,0 days 00:00:33.372547,dart,0.7944757115017747,70,0.5140057983809663,False,0.0010792602591202197,158,6,2091,125,6.306936981216242e-08,0.012877646438465739,0.33927545096002276,COMPLETE,0.0
475,475,407.0,2024-01-26 02:27:43.419143,2024-01-26 02:28:51.442504,0 days 00:01:08.023361,dart,0.7518339859232053,107,0.5086560733137133,False,0.0008078620157452575,109,8,2676,116,1.3761540456571037e-07,2.1232852546436635e-05,0.5714195412677047,COMPLETE,0.0
292,292,407.0,2024-01-26 00:52:47.366991,2024-01-26 00:53:26.901663,0 days 00:00:39.534672,dart,0.4554937197026732,50,0.5167799521364883,False,0.002740753412625968,81,6,2718,126,0.0007560712392135272,1.301524555834195e-07,0.3002191608011998,COMPLETE,0.0
487,487,406.0,2024-01-26 02:35:02.873683,2024-01-26 02:35:36.380918,0 days 00:00:33.507235,dart,0.708975414840504,66,0.5133308500034047,False,0.0009542171691517405,183,5,2543,125,6.006851239366223e-08,4.528471165036541e-05,0.31268641710914397,COMPLETE,0.0
309,309,405.0,2024-01-26 01:03:55.423070,2024-01-26 01:04:31.692023,0 days 00:00:36.268953,dart,0.38994866467215555,50,0.5167938696047442,False,0.0008001027313075783,192,5,2735,123,0.00021051980749846468,0.00011925522680834494,0.6580669653889507,COMPLETE,0.0
223,223,404.0,2024-01-26 00:12:00.465547,2024-01-26 00:12:33.437261,0 days 00:00:32.971714,dart,0.7460663785623636,82,0.5088843772128068,False,0.0018721951549587905,122,5,2528,125,4.2685628525918273e-08,1.5912366980104822e-05,0.32568094933926856,COMPLETE,0.0
303,303,404.0,2024-01-26 00:59:59.839532,2024-01-26 01:00:40.638249,0 days 00:00:40.798717,dart,0.7994857360966084,57,0.5198482050006021,False,0.002365021978390115,135,5,2893,119,1.9712687122956158e-08,4.5349902497605257e-07,0.8192800003133397,COMPLETE,0.0
210,210,404.0,2024-01-26 00:04:32.826770,2024-01-26 00:05:06.791323,0 days 00:00:33.964553,dart,0.7753254016977524,57,0.5150214873354244,False,0.0014310831628802658,123,5,2609,125,2.1361845505171353e-08,0.0002137279107286623,0.3351813612575658,COMPLETE,0.0
402,402,404.0,2024-01-26 01:52:34.671930,2024-01-26 01:53:31.606172,0 days 00:00:56.934242,dart,0.7951530046823314,391,0.50012053248941,False,0.0012580564375384358,197,5,2719,128,1.0718690433102201e-07,0.0010247465508262772,0.30943061741987793,COMPLETE,0.0
315,315,403.0,2024-01-26 01:07:44.719917,2024-01-26 01:08:42.937776,0 days 00:00:58.217859,dart,0.8147124663926693,363,0.5000600121924604,False,0.0020650641087261523,146,5,2684,119,6.724827986605645e-08,0.00029935912869726407,0.5816098297015516,COMPLETE,0.0
492,492,403.0,2024-01-26 02:37:42.769300,2024-01-26 02:38:08.584679,0 days 00:00:25.815379,dart,0.7597276298763841,201,0.5072289483661623,False,0.002914792845172364,167,5,1686,126,0.0002265670871244853,3.4084039179427044e-05,0.321149951709893,COMPLETE,0.0
246,246,402.0,2024-01-26 00:25:10.242772,2024-01-26 00:25:24.725253,0 days 00:00:14.482481,dart,0.7425950652858034,50,0.5188241796296642,False,0.001724038237930959,150,5,1248,118,0.0002330152439298375,5.027184901765447e-06,0.3070934795866685,COMPLETE,0.0
286,286,402.0,2024-01-26 00:49:18.408154,2024-01-26 00:49:51.969912,0 days 00:00:33.561758,dart,0.37242717127359437,66,0.5215880925453336,False,0.0018107074115696214,136,5,2669,128,3.175335165156719e-08,0.003202204839260337,0.3190886967160927,COMPLETE,0.0
433,433,401.0,2024-01-26 02:06:00.730876,2024-01-26 02:06:38.286202,0 days 00:00:37.555326,dart,0.7406066030115883,50,0.5250338523063857,False,0.0023481019392499066,172,5,2818,112,6.327546358566948e-08,0.000153500458744729,0.4612687183607894,COMPLETE,0.0
398,398,401.0,2024-01-26 01:50:43.752766,2024-01-26 01:51:13.822422,0 days 00:00:30.069656,dart,0.7552138675946528,64,0.5181344810305764,False,0.002487601435942292,127,4,2661,106,2.788835931278969e-08,1.4807810042313261e-05,0.3342556062094062,COMPLETE,0.0
331,331,400.0,2024-01-26 01:18:17.638226,2024-01-26 01:18:50.779370,0 days 00:00:33.141144,dart,0.44465298743412224,75,0.5160675264240276,False,0.002590235181600711,114,5,2633,120,1.4576896568179286e-05,0.003455870707130286,0.3113198140127967,COMPLETE,0.0
168,168,400.0,2024-01-25 23:37:46.801659,2024-01-25 23:38:24.506641,0 days 00:00:37.704982,dart,0.7779588864164897,75,0.5155139246521946,False,0.0015011903987091032,107,5,2724,115,5.8694790551757874e-08,0.0007129569721127563,0.323011444210245,COMPLETE,0.0
426,426,400.0,2024-01-26 02:03:53.703934,2024-01-26 02:04:08.520129,0 days 00:00:14.816195,dart,0.3972608059120301,77,0.5135739111057599,False,0.001073741399856161,108,7,973,120,3.473743288884711e-07,0.0017302422989911976,0.3412645107198384,COMPLETE,0.0
132,132,400.0,2024-01-25 23:18:09.835007,2024-01-25 23:18:42.640253,0 days 00:00:32.805246,dart,0.7726654702616272,67,0.5151842053663729,False,0.0008028341023625969,132,5,2508,119,1.0830754223725868e-06,1.2738665535596173e-05,0.3299764389358284,COMPLETE,0.0
234,234,399.0,2024-01-26 00:18:19.518482,2024-01-26 00:18:54.238885,0 days 00:00:34.720403,dart,0.7601677479833391,213,0.500259541018377,False,0.0014926967792631433,137,5,2213,121,2.7621512892698347e-08,8.167381063784232e-05,0.3200615989743796,COMPLETE,0.0
424,424,399.0,2024-01-26 02:03:14.280327,2024-01-26 02:03:33.651307,0 days 00:00:19.370980,dart,0.7199477056399078,67,0.5132697660837117,False,0.002077030970592076,122,7,1146,114,8.802362370363516e-08,9.601189714971104e-06,0.38981693082938573,COMPLETE,0.0
239,239,397.0,2024-01-26 00:21:03.713155,2024-01-26 00:21:37.172572,0 days 00:00:33.459417,dart,0.7736579925252853,83,0.5073124231141424,False,0.013732891332883286,129,5,2668,124,5.165081298394398e-08,3.6219684284225617e-05,0.324948739860965,COMPLETE,0.0
417,417,397.0,2024-01-26 02:00:42.050359,2024-01-26 02:00:51.506167,0 days 00:00:09.455808,dart,0.741113643565005,50,0.5138030923066497,False,0.001517002529124464,117,5,879,118,2.2541248566737413e-07,1.865156912706117e-05,0.3523416173207668,COMPLETE,0.0
65,65,397.0,2024-01-25 22:39:01.959582,2024-01-25 22:39:53.423682,0 days 00:00:51.464100,dart,0.60954592627818,112,0.5163282271007925,False,0.001527092547931429,56,6,2967,59,6.358334679054664e-05,9.84215882745909,0.4000829898609985,COMPLETE,0.0
459,459,397.0,2024-01-26 02:17:56.683454,2024-01-26 02:18:35.476552,0 days 00:00:38.793098,dart,0.754435389091842,83,0.5137775411772824,False,0.0009166641498826469,119,5,2912,120,7.671538448131516e-08,3.0427251538735995e-06,0.31722070420730386,COMPLETE,0.0
260,260,396.0,2024-01-26 00:34:08.542881,2024-01-26 00:34:45.644919,0 days 00:00:37.102038,dart,0.7481694181180907,79,0.5140093979921143,False,0.0013962936314464353,136,5,2792,119,6.055220912534535e-08,2.2403182699710526e-06,0.30026300432107395,COMPLETE,0.0
429,429,396.0,2024-01-26 02:04:32.007807,2024-01-26 02:04:42.867078,0 days 00:00:10.859271,dart,0.4283114706196724,58,0.5212905138189273,False,0.026156481565073532,112,6,909,117,6.666881441567282e-08,0.002447717458494509,0.34865838212913075,COMPLETE,0.0
372,372,395.0,2024-01-26 01:34:44.033164,2024-01-26 01:35:17.913637,0 days 00:00:33.880473,dart,0.405535886099243,50,0.5211950235677407,False,0.0015488304692328593,125,5,2671,119,1.1890782113363468e-07,1.0316944212570479e-05,0.44254823264548787,COMPLETE,0.0
215,215,395.0,2024-01-26 00:07:21.095691,2024-01-26 00:07:55.587363,0 days 00:00:34.491672,dart,0.7901375559454916,50,0.5184532197296422,False,0.002080512710534562,128,5,2681,122,2.6526623216802003e-08,0.000150159597734323,0.3346519646457945,COMPLETE,0.0
73,73,394.0,2024-01-25 22:44:46.562363,2024-01-25 22:45:26.141389,0 days 00:00:39.579026,dart,0.5273971744347347,105,0.5106926943499249,False,0.00166111426602217,91,5,2896,51,0.00021925438763014331,2.1085565293870557e-06,0.4470502530181724,COMPLETE,0.0
147,147,394.0,2024-01-25 23:26:45.462346,2024-01-25 23:27:13.658857,0 days 00:00:28.196511,dart,0.7690438423703164,58,0.5174110322823694,False,0.0014929273598981209,142,5,2169,124,8.707081830236402e-08,3.6764039674601145e-05,0.3708103769737403,COMPLETE,0.0
376,376,394.0,2024-01-26 01:36:38.453751,2024-01-26 01:37:10.719877,0 days 00:00:32.266126,dart,0.4475101952753892,50,0.5187941940336902,False,0.004195917730401466,126,5,2624,120,0.0001360086012553775,0.000418425891520332,0.3481159800207512,COMPLETE,0.0
438,438,393.0,2024-01-26 02:07:53.359301,2024-01-26 02:08:12.935647,0 days 00:00:19.576346,dart,0.7549853737465215,96,0.5174668017432686,False,0.004892540955694015,114,6,1311,118,5.309910667177676e-08,2.1137652465887543e-06,0.35204940182019706,COMPLETE,0.0
197,197,393.0,2024-01-25 23:56:57.057564,2024-01-25 23:57:34.488485,0 days 00:00:37.430921,dart,0.7353594126301881,50,0.5223451539024396,False,0.0017378028674087172,114,5,2888,33,1.0008398021534822e-08,0.1443070219795326,0.31432599921596865,COMPLETE,0.0
173,173,393.0,2024-01-25 23:41:26.149367,2024-01-25 23:42:11.145537,0 days 00:00:44.996170,dart,0.7794829273631375,68,0.5182784823841184,False,0.002029482446587907,120,6,2863,109,7.333816180212246e-08,0.004498447628430689,0.30468056066163623,COMPLETE,0.0
220,220,392.0,2024-01-26 00:10:13.594539,2024-01-26 00:10:48.575631,0 days 00:00:34.981092,dart,0.7878092925901825,57,0.5224886448177193,False,0.002542759857247178,131,5,2714,125,6.023981675910175e-08,1.1094351995889009e-05,0.3465276029187062,COMPLETE,0.0
434,434,392.0,2024-01-26 02:06:38.287021,2024-01-26 02:07:10.505443,0 days 00:00:32.218422,dart,0.46977533175285113,180,0.5073963574804695,False,0.0016436287277423016,116,5,2336,108,1.6072867120598553e-07,2.2883333282905178e-05,0.31953124164528435,COMPLETE,0.0
64,64,392.0,2024-01-25 22:38:15.194439,2024-01-25 22:39:01.958852,0 days 00:00:46.764413,dart,0.4876229871462199,108,0.5103633483010206,False,0.0004386592354996558,83,6,2683,56,7.834636992375725e-05,5.9645344292008625e-06,0.5740583570309717,COMPLETE,0.0
295,295,391.0,2024-01-26 00:54:51.260521,2024-01-26 00:55:34.696320,0 days 00:00:43.435799,dart,0.779807510287184,292,0.5005809156270439,False,0.0017504067001881778,91,5,2656,124,4.435386973839313e-08,0.00010298779811428635,0.35479222380116116,COMPLETE,0.0
466,466,389.0,2024-01-26 02:21:45.984917,2024-01-26 02:22:28.721876,0 days 00:00:42.736959,dart,0.41239179350863087,258,0.5074188075834006,False,0.0010756972823018492,149,5,2765,118,1.0430161191230514e-07,0.002112745039697765,0.3115077229371132,COMPLETE,0.0
460,460,389.0,2024-01-26 02:18:35.477468,2024-01-26 02:19:03.594020,0 days 00:00:28.116552,dart,0.8174731084221594,66,0.5256331572161019,False,0.003219397948691254,132,4,2649,123,2.8928995374025175e-08,0.001474623476670913,0.34231515238059823,COMPLETE,0.0
13,13,388.0,2024-01-25 22:08:19.865180,2024-01-25 22:08:47.987751,0 days 00:00:28.122571,dart,0.4567234649488363,147,0.5081635058399014,False,0.2726906521470204,103,7,1468,125,0.0010062687909888784,1.6051326824583224e-05,0.754079219485688,COMPLETE,0.0
412,412,387.0,2024-01-26 01:58:39.655273,2024-01-26 01:59:14.277448,0 days 00:00:34.622175,dart,0.41958139404807365,59,0.521764093694773,False,0.0032709872524469314,113,5,2731,117,2.9710216475499683e-07,3.4905952025925023e-06,0.31971108955348954,COMPLETE,0.0
254,254,386.0,2024-01-26 00:29:23.774068,2024-01-26 00:30:32.258449,0 days 00:01:08.484381,dart,0.7380445207084207,56,0.5232152615426167,False,0.0009451102167819527,136,8,2768,128,0.0004876832519739593,0.0014166667606494525,0.7132316729859971,COMPLETE,0.0
238,238,385.0,2024-01-26 00:20:36.014142,2024-01-26 00:21:03.712222,0 days 00:00:27.698080,dart,0.7928352960091833,66,0.5187117407969052,False,0.0014328062796751249,146,5,2140,120,3.122010146852529e-08,0.0005839818277937163,0.35190092841688125,COMPLETE,0.0
403,403,385.0,2024-01-26 01:53:31.607065,2024-01-26 01:54:08.588904,0 days 00:00:36.981839,dart,0.7763767381657176,58,0.5260443197956846,False,0.0016357720088387706,110,6,2282,123,1.2565265451862765e-06,0.00026557809250135476,0.4495855448468933,COMPLETE,0.0
293,293,385.0,2024-01-26 00:53:26.902500,2024-01-26 00:54:14.669719,0 days 00:00:47.767219,dart,0.792301432874192,146,0.5084635699803831,False,0.0015572440480188293,132,5,2885,121,1.1693111282089713e-08,7.563151727992082e-05,0.7291190603599893,COMPLETE,0.0
367,367,384.0,2024-01-26 01:31:52.040771,2024-01-26 01:32:40.262952,0 days 00:00:48.222181,dart,0.7605763623270804,66,0.518026791165533,False,0.001453692056250419,125,7,2649,120,1.0136884258495164e-07,1.1103670296874235e-06,0.3326348240996271,COMPLETE,0.0
116,116,380.0,2024-01-25 23:08:49.492118,2024-01-25 23:09:27.512795,0 days 00:00:38.020677,dart,0.8274078648572798,59,0.5142339026396466,False,0.000684011629478669,126,6,2421,110,3.4444159405054667e-06,0.00047456247728297485,0.3706744714708316,COMPLETE,0.0
297,297,379.0,2024-01-26 00:56:11.296652,2024-01-26 00:56:56.333667,0 days 00:00:45.037015,dart,0.5436109167245246,62,0.5228992375910817,False,0.001413992166811762,120,10,1656,126,1.048451277605209e-07,3.6214603702128695e-05,0.6352092712640662,COMPLETE,0.0
473,473,379.0,2024-01-26 02:26:05.260861,2024-01-26 02:26:33.965334,0 days 00:00:28.704473,dart,0.7296461945167277,77,0.5187669135558549,False,0.002552915075574576,157,4,2659,128,7.130385984903226e-08,1.263844696230676e-05,0.3496369254270283,COMPLETE,0.0
282,282,379.0,2024-01-26 00:46:21.824791,2024-01-26 00:47:00.110416,0 days 00:00:38.285625,dart,0.4706253180322199,270,0.5081666572503557,False,0.001291269052429616,141,5,2709,16,2.341878797681503e-08,6.706756964679383e-06,0.3461498997205377,COMPLETE,0.0
52,52,378.0,2024-01-25 22:31:24.983384,2024-01-25 22:32:07.788831,0 days 00:00:42.805447,dart,0.5176963323222301,382,0.501830952717255,False,0.004118475265019329,107,5,2134,48,9.85120272021529,2.699341662589723e-07,0.6807263678110552,COMPLETE,0.0
347,347,377.0,2024-01-26 01:22:26.284894,2024-01-26 01:22:54.892754,0 days 00:00:28.607860,dart,0.425802277284947,50,0.5273145443106454,False,0.002501387040819605,112,4,2732,117,0.00017792377026255724,4.644793432314554e-06,0.30059305046674684,COMPLETE,0.0
88,88,377.0,2024-01-25 22:53:10.326143,2024-01-25 22:53:38.409099,0 days 00:00:28.082956,dart,0.7447517270051094,79,0.5104070962600811,False,0.00037444834134486415,119,4,2593,69,1.2775697734947647e-07,0.01083850548511789,0.3149974312144521,COMPLETE,0.0
284,284,377.0,2024-01-26 00:47:40.122742,2024-01-26 00:48:42.886262,0 days 00:01:02.763520,dart,0.34451807475261015,474,0.5072314245978553,False,0.0015180537521673958,119,6,2847,126,3.62124107481259e-08,3.7881112258148446e-06,0.5018811614728425,COMPLETE,0.0
